input,label
Continuity stakeholders are not aware of cyber recovery needs. Cyber team has never reviewed continuity controls.,bad
"Business continuity tests are done separately from cyber recovery tests. No linking, no combined exercises, no joint ownership.",bad
Backups exist but continuity team doesn’t know recovery team’s use cases. Recovery tasks are not tied to continuity controls.,bad
The organization has continuity policies but zero reference to cyber incidents. Recovery controls are standalone with no relation to continuity.,bad
"No joint planning, no mapping of continuity to recovery. Both functions operate in silos without communication.",bad
"Our organization has not identified any recovery capabilities. No tools, no processes, no policies, and no trained personnel. We do not know what gaps exist.",bad
We rely on general IT knowledge for recovery and have no formal recovery procedures. Major capability gaps exist but no analysis has been done.,bad
No training or education around recovery exists. Staff are unaware of recovery tools or techniques. Gaps are not recorded.,bad
We do not have a list of recovery tools or technologies. No policy documents exist. We do not track capability gaps.,bad
Recovery processes are outdated and undocumented. There is no awareness of knowledge or skills gaps among the team.,bad
"There is no documented recovery capability. People, processes, and technologies are not formally assessed. Gaps are unknown.",bad
We have no assessment of recovery gaps. Management does not know what is missing or what is needed for recovery.,bad
Recovery capabilities are assumed but not confirmed. No gap analysis has been performed to identify weaknesses.,bad
Our organization has no defined recovery policies or procedural guidance. No capability review has been conducted.,bad
"We depend entirely on backups but we don't know if they work. Knowledge, process, and technology gaps remain unidentified.",bad
"No documentation exists for any regulatory, legal, environmental, or operational requirements. No mapping of provincial or governmental directives. No compliance tracking system. The organization is unaware of disclosure timelines, mandatory notifications, reporting channels, or legal escalation requirements. No assigned owners for regulatory communication.",bad
We have no defined list of laws or reporting obligations. Regulatory expectations from government bodies remain unknown. Environmental and operational requirements are not monitored. No process exists for legal notifications or compliance-based directives. Completely missing documentation and tracking.,bad
"Applicable regulations are not captured anywhere. The organization does not track incident reporting laws, environmental restrictions, or operational mandates. Compliance registers are empty. No early communication templates or notification sequences are prepared.",bad
No legal or regulatory repository is maintained. Provincial and central government regulations are not reviewed. No environmental compliance logs. No operational directives documented. The organization is not aware of mandatory disclosure periods or reporting authorities.,bad
There is no awareness of regulatory bodies or legal expectations. Environmental and operational requirements are ignored. The organization does not track compliance changes or documentation updates. No responsible team is assigned.,bad
"Regulatory requirements remain unidentified. Legal, environmental, and operational mandates are untracked. No repository, no reporting workflow, no accountability. Complete absence of compliance documentation.",bad
We have not identified any applicable directives. No review of external regulations. Operational standards and environmental rules are not documented. No mapping to recovery or communication processes.,bad
No structured process exists for tracking regulatory responsibilities. No list of directives. No communication requirements defined. Environmental and operational obligations not recognized. No documentation at all.,bad
"Legal, regulatory, and environmental requirements are managed informally. Nothing is documented. No review cycles or assigned owners. Operational compliance obligations are unknown.",bad
"No tracking of relevant laws, standards, or disclosure requirements. The organization is blind to all regulatory mandates. No draft notifications or communication paths. No documentation maintained anywhere.",bad
"No recovery sequence defined. The organization has no documented order for restoring systems. Teams do not know which service must come first. High risk of data corruption and lost access. No structure, no prioritization, no guidance.",bad
"We have no listing of recovery order. Administrators often restore systems randomly depending on who is available. This causes delays, access failures, and multiple failed recovery attempts.",bad
"There is no structured sequence for restoration. Critical systems like authentication and management interfaces may be restored last by accident, blocking recovery altogether.",bad
Recovery tasks are performed without any defined order. Backup systems are triggered manually without coordination. Data integrity risks are high.,bad
No documentation exists for the order in which services should be recovered. Remote access and authentication may be unavailable when needed.,bad
We do not have any list or flow for system recovery. Staff rely on memory. The incorrect order has previously caused corrupted data and unusable backups.,bad
Recovery sequence not understood by technical staff. No mapping of dependencies. No step-by-step flow available. Restoration often fails.,bad
"The organization has no recovery order mapping. Critical access services, storage systems, and application layers are restored without sequencing. Causes repeated disruption.",bad
"Restoration is done by guesswork. No defined precedence for core services like identity management, storage, or network availability. Very inconsistent recovery outcome.",bad
No awareness of correct recovery order. Teams restore whatever is easiest first. Data loss and authentication failures occur regularly.,bad
"No documentation of service interdependencies exists. Systems operate in isolation with no mapping of how services rely on one another. No inventory, no configuration records, no connection diagrams. Recovery teams operate blindly during incidents.",bad
There is no understanding of how systems connect. No interdependency map. Mission-critical services have unknown upstream and downstream links. Recovery becomes guesswork.,bad
Service relationships are not captured anywhere. Asset inventory is incomplete. No configuration details. No record of cross-domain communication channels.,bad
"Teams do not track how applications depend on storage, authentication, or network components. No mapping of critical service chains. Vulnerable during recovery.",bad
"No structured list of interdependent systems. Recovery procedures ignore dependencies, causing cascading failures during restoration attempts.",bad
Asset inventory missing. Interdependencies not documented. Analysts have no visibility into how systems rely on infrastructure layers. External recovery providers lack guidance.,bad
"Interdependency records do not exist. No diagrams, no tables, no configuration details. Dependencies discovered only when failures occur.",bad
"No relationship mapping for services. Authentication, data pipelines, APIs, and network elements restored randomly, often in incorrect order.",bad
The organization lacks any understanding of service-to-service connections. No cross-domain communication pathways recorded. Massive delays during incidents.,bad
Mission-critical systems have no dependency documentation. Teams do not know which components fail together or impact others. No traceable asset inventory.,bad
"Only high-level service notes exist with no documentation of how systems functionally depend on each other. Security dependencies are not tracked, and the CMDB is empty or outdated. Recovery teams have no reference for understanding how one failure could cascade across services.",bad
"Functional dependencies are guessed by staff, with no verification. No list of authentication, authorization, or encryption dependencies exists. Changes to systems are not recorded, leading to broken links and unknown risks during recovery.",bad
"The organization has no visibility into which services require others to operate. Security controls like IAM, firewalls, and certificates are not mapped. CMDB is not maintained and discovery is manual and inconsistent.",bad
"Dependencies are maintained verbally by the IT admin. No documentation, diagrams, or mapping tools are used. Security dependencies such as key vaults, token services, or identity providers are ignored.",bad
"CMDB contains outdated entries that do not reflect current infrastructure. Functional flows are missing, and security dependencies are incomplete, causing delays during incident response.",bad
There is no standard process to capture functional or security dependencies. Application teams provide incomplete information and no cross-validation is performed. Critical dependencies remain unknown.,bad
"Functional and security dependency mapping is attempted but abandoned due to lack of resources. Many outdated components are still listed as active, causing confusion during recovery planning.",bad
"No automated discovery tools are deployed. Dependencies are inferred only when failures happen. Security dependencies such as SSO, MFA, certificates, and encryption libraries are undocumented.",bad
"System interconnections are recorded inconsistently across spreadsheets. Security dependencies are not captured, making it impossible to assess risk propagation across systems.",bad
"No asset, functional, or security dependency information is centrally stored. Each team uses its own format, leading to contradictions, missing data, and no reliable dependency chain.",bad
"The organization has no Cyber Continuity of Operations Plan (COOP). Recovery actions are improvised during incidents, and no documented strategy exists for secure administration, device hardening, or backup management. No exercises or tests are conducted, resulting in repeated failure to recover efficiently.",bad
"Recovery activities are loosely understood but not documented. The team does not follow any structured plan and relies entirely on ad-hoc decisions. Backups exist but are untested, and there is no plan for recovery during or after an event.",bad
"COOP planning has been attempted but never finalized. Critical areas such as authentication protection, device hardening, and secure administration are missing. Recovery processes have never been exercised to validate readiness.",bad
Only a basic disaster recovery note exists with no cyber-specific procedures. No steps are defined for surviving through an attack or restoring acceptable service. Recovery depends entirely on individual staff knowledge.,bad
"The organization treats recovery as an afterthought. There is no cyber resilience strategy, no exercises, and no documented COOP. Backup policies are undocumented and rarely followed.",bad
"Recovery responsibilities are not assigned, and the draft recovery plan is outdated. Architect-to-protect and access control strategies are missing. The plan has not been tested in years.",bad
No defined recovery goals or acceptable levels of service are documented. Backup processes and device-hardening procedures are inconsistent and do not follow a standardized COOP.,bad
"Recovery procedures exist only verbally within the IT team. No written COOP covers resilience, secure administration, or response during an attack. The organization cannot recover consistently.",bad
"Recovery planning is fragmented across multiple spreadsheets, none of which include cyber resilience components. No exercises have been conducted to validate controls or capabilities.",bad
"COOP development has been repeatedly postponed. There is no documented plan to maintain operations during cyber incidents, and no coordination exists between IT, security, and management.",bad
"Recovery processes and procedures are outdated and have not been reviewed in years. The organization never tests them, resulting in repeated failures during incidents. Lessons learned from past events are not incorporated, leaving the same gaps unaddressed.",bad
"Procedures for recovery exist only in draft form and are rarely used. No formal testing occurs, and staff are unaware of the correct steps to follow. Updates are not made even after incidents expose flaws in the recovery workflow.",bad
"No structured processes exist for recovery. Teams rely on informal knowledge and verbal instructions, which often leads to inconsistent and slow recovery efforts. Procedures are not updated or validated.",bad
Recovery documents are incomplete and missing critical steps. No exercises or drills are carried out to validate their effectiveness. The organization repeatedly faces avoidable delays due to untested recovery workflows.,bad
"Processes are reactive and created only when an incident happens. There is no cycle of testing or learning, and mistakes from previous incidents are repeated every time.",bad
"The organization lacks any versioning or maintenance of recovery procedures. Outdated instructions remain in use, causing confusion during incidents. No effort is made to bring processes up to date.",bad
Recovery processes are not coordinated between teams. There is no unified playbook or testing mechanism. Procedures fail often because they are never validated in real conditions.,bad
"After incidents, recovery steps are not analyzed or updated. The same procedural gaps persist for years, and the organization does not maintain a lessons-learned loop.",bad
"Recovery documentation is scattered and inconsistent. Some critical procedures do not exist at all. No testing, review, or updates occur, leaving the organization poorly prepared.",bad
"There is no mechanism to evaluate whether recovery procedures still work in the current system environment. As a result, outdated steps cause failures and prolong outages.",bad
"No external entity contacts are documented. The organization does not maintain any list of recovery partners, national recovery centres, service providers, or data centre contacts. No phone numbers, emails, or escalation paths exist.",bad
"The organisation has no record of external contacts. During incidents teams scramble to find vendor details, often through old emails or personal notes.",bad
There is no maintained list of external recovery partners. The organization relies on memory to contact data centre operators and service providers during emergencies.,bad
"External entity information is outdated and incomplete. Phone numbers are invalid, emails bounce, and escalation contacts are unknown.",bad
No formal documentation exists for contacting national recovery centres or call-off recovery partners. Teams are unaware of whom to notify.,bad
External support contacts are scattered across different teams with no central repository. Recovery coordination becomes chaotic and slow.,bad
"The organisation does not track secure phone numbers, emergency lines, or after-hours contacts for external support providers.",bad
"Recovery playbooks reference external entities but provide no actual contact details, making the information unusable during incidents.",bad
There is no assigned owner responsible for maintaining or updating external contact information. As a result the list is completely unreliable.,bad
"Critical service provider contact details were lost when an employee left. No backup documentation exists, leaving significant recovery gaps.",bad
"No out-of-band communication channels exist. The organization relies entirely on the primary network for communication, which becomes unusable during cyber incidents. There is no recovery communication plan, no escalation matrix, and no crisis communication procedures.",bad
"We do not have any OOB communication tools configured. During incidents, teams attempt to coordinate over regular email—which may be compromised—resulting in confusion and delays.",bad
"There is no documented recovery communication plan. No one knows whom to notify, how to escalate, or which communication paths must be used in emergencies.",bad
"Lights-out management tools like iLO/IPMI are not configured or accessible. If primary systems fail, administrators have no alternative means of access or communication.",bad
"The organization has no crisis communication plan. Internal teams, service providers, and recovery partners are contacted ad-hoc without structure.",bad
"No procedures exist for contacting HR, Legal, PR, or the Press Office during recovery events. Notifications happen inconsistently if they happen at all.",bad
Recovery communication responsibilities are unclear. Teams rely on personal messaging apps with no security or audit trail.,bad
"OOB communication methods have never been tested. Even if they exist on paper, no one knows how to use them during an incident.",bad
"No dedicated communication channels are reserved for recovery operations. Normal IT channels are reused, exposing messages to possible interception.",bad
"Recovery communication information is outdated and incomplete. Contact lists, escalation trees, and OOB channels have not been updated in years.",bad
"There is no centralized asset register; servers, laptops, and cloud workloads are known only to individual teams. No CMDB exists. Recovery procedures are informal and communicated verbally. Backups are taken irregularly without verification.",bad
Security dependencies are not documented. Systems have grown organically and no one has a complete understanding of interdependencies. No recovery playbooks exist. External vendors are contacted ad-hoc when issues occur.,bad
"Out-of-band communication does not exist. The organisation depends solely on email and corporate messaging platforms even during incidents. Backup infrastructure is old, with occasional failed restores that remain unresolved.",bad
There is no designated recovery team. Responsibilities are unclear during cyber events. No incident documentation practices exist. Lessons learned are never recorded. Internal staff rely on 'trial and error' during disruptions.,bad
Critical systems run without standard build templates or security hardening. No patching schedule is followed. Backup success rates are unknown. Application logs are overwritten due to misconfigured retention policies.,bad
"Contacts for third-party service providers are outdated. Several vendors have changed personnel but the organization has not updated its records. No crisis communication plan exists, and senior leadership receives updates informally.",bad
Recovery tests have never been performed. The organisation assumes backups will work if needed. No offsite copies exist. Some servers still use default credentials. Firewalls run old firmware without support contracts.,bad
"Teams maintain their own private spreadsheets of systems, resulting in duplicated and inconsistent records. No understanding of what systems support critical business processes. Disaster recovery investment is repeatedly deferred.",bad
Knowledge articles do not exist. Staff turnover frequently causes loss of technical knowledge. Restores require reverse-engineering systems during incidents. No formal security or functional dependency mapping exists.,bad
The organization relies entirely on ad-hoc troubleshooting when a cyber incident occurs. Nothing is documented. No contact list. No plan. No OOB communication. Recovery is done by trial-and-error over many hours.,bad
"The organisation has no defined contingency measures. Alternate routes are not documented, and no offsite backups exist. Pre-production environments are used inconsistently, and staff rely on ad-hoc fixes during outages.",bad
"There are no backup ISP links or redundant network paths. A single internet provider is used without failover. Hot-standby storage does not exist, and the team is unaware of contingency options.",bad
Backups are stored on the same physical site as production servers. No alternate sites or alternate communication channels are maintained. Recovery during infrastructure failure would be impossible.,bad
No contingency planning is conducted. The organisation has never tested failover systems. Secret communication paths or OOB channels are not available. Backup infrastructure is outdated.,bad
"The team lacks documentation for fallback environments. Development servers are occasionally repurposed during outages, causing further disruption. No predefined alternate sites exist.",bad
The organisation has no redundancy in WAN or LAN paths. A single firewall and router support all traffic. Contingency measures are not considered during planning cycles.,bad
"Backdoor administrative access does not exist. If the primary authentication system fails, administrators cannot reach critical systems. No hot-standby environment exists.",bad
"No DR drills occur. Staff have not practiced switching to alternate routes or backup networks. Backups occasionally fail, and no offsite rotation strategy exists.",bad
The organisation does not track where its backups are stored. Some systems have no backup configured at all. Contingency measures are assumed but not verified.,bad
"There is no fallback facility for operations. If the primary site becomes unavailable, operations halt entirely. No backup storage is maintained outside the main building.",bad
"The organisation has no decision-making protocol for cyber incidents. Stakeholders are contacted in an ad-hoc way, often through informal messaging. Senior Responsible Officers are not defined, and approvals during emergencies are delayed or inconsistent.",bad
"No formal escalation chart exists. During incidents, staff guess who to contact. Critical recovery actions often wait for hours due to unclear decision authority. No documentation explains who approves recovery actions.",bad
"There is no designated senior decision maker for cyber emergencies. Technical teams act independently without seeking executive approval, creating conflicting recovery actions.",bad
"The recovery team does not know who holds final authority to approve system restoration. Communications are chaotic, and different groups make contradictory decisions.",bad
"Decision-making roles are not documented. The organisation relies on whoever is available at the time of incident, causing confusion and misalignment during recovery.",bad
"During past incidents, teams escalated to the wrong stakeholders. No SRO or Recovery Command roles are assigned. Decision rights are unclear and undocumented.",bad
Approvals for recovery are often delayed because executives are unaware of their responsibilities. No emergency contact list or authority matrix exists.,bad
"There is no standard protocol for who authorises failover or system shutdown. Technical teams hesitate to act, fearing blame or policy violations.",bad
Recovery actions are frequently taken without proper authorisation due to missing decision-making guidance. Staff lack clarity on when to escalate and to whom.,bad
No emergency governance structure is defined. The organisation cannot guarantee timely decisions during critical incidents. The process is undocumented.,bad
No cyber wargaming is conducted. Recovery strategy is never stress-tested against realistic threat scenarios. Stakeholders have never role-played attacker actions or considered how compromise could affect their processes.,bad
The organisation has never run a full-scale scenario-based wargame for recovery. Tabletop discussions occur in ad-hoc meetings but lack structure or realistic threat modelling.,bad
Wargaming is limited to hypothetical conversations without defined scenarios or red-team involvement. Recovery gaps remain unknown and untested.,bad
Recovery strategy is based on assumptions rather than adversarial modelling. There is no structured exercise to challenge the plan or discover hidden vulnerabilities.,bad
The organisation does not prioritise threat-based recovery exercises. There is no dedicated budget or calendar slot for cyber wargaming.,bad
"Recovery team lacks experience in wargaming. When a scenario is played, the exercise stays theoretical and does not surface technical or procedural gaps.",bad
There is no threat modelling aligned to recovery. Scenarios are not designed to reflect real-world adversary behaviour. Recovery controls are never validated under attack conditions.,bad
"The organisation conducts only basic drills for system restoration, not strategic wargames. Stakeholders are not engaged in adversarial thinking, and no lessons are drawn.",bad
"Recovery wargame documentation does not exist. No after-action reports, no gap assessment, no insight into how the recovery plan performs under attack scenarios.",bad
Decision makers do not know the risks in different attack scenarios. There is no process to test recovery strategy against sophisticated threat vectors.,bad
No potential impact scheme is used. The organisation has no classification for impact severity and cannot determine how a cyber incident affects operations. Recovery actions are improvised without structure.,bad
"There is no documented impact scale for cyber incidents. The organisation reacts based on assumptions and individual judgement, resulting in inconsistent recovery responses.",bad
"Impact rating is not defined. Teams do not know what constitutes high, medium, or low impact. Recovery priorities are unclear during emergencies.",bad
No frameworks such as NCSC or NIST are referenced. The organisation has no method to categorize incident severity or link it to recovery options.,bad
"The organisation has never identified critical business impacts such as data loss, downtime, or financial damage. Recovery teams operate blindly during incidents.",bad
Impact assessment is subjective and depends entirely on who is on shift. Different teams rate severity differently due to lack of a common scheme.,bad
"Potential impact classification is missing. There are no predefined recovery paths for different severity levels, leading to delays and confusion.",bad
"There is no list of impacts or corresponding recovery actions. Teams escalate incidents arbitrarily, creating operational chaos.",bad
Impact rating methodology is outdated and never used in practice. Staff do not understand or apply any impact classification.,bad
Recovery planning is disconnected from incident impact. No formal mapping exists between incident severity and the recovery measures required.,bad
"No documented recovery processes exist. The organisation does not outline steps such as restoring backups, switching ISPs, or activating continuity plans. Teams rely on ad-hoc actions during incidents.",bad
"There is no list of recovery tasks. The organisation improvises when systems fail, and no processes exist for notifications, escalations, or performance measurement.",bad
"Recovery processes are missing entirely. Backup restoration, alternate routes, and site switching are not planned or understood by technical teams.",bad
There is no documented workflow for continuity activities. Teams are unaware of when to invoke backup ISPs or reduced-capacity operations.,bad
The organisation has no defined procedure for cyber monitoring during recovery. Service stability is guessed rather than measured.,bad
"No SLA or KPI measurement exists during recovery, making it impossible to determine when services can safely resume.",bad
Recovery escalation paths are undefined. The organisation does not know who to notify or when during a disruption.,bad
Processes such as switching to alternate routes or sites are not designed or tested. Staff do not know how to perform these actions.,bad
No recovery playbook or checklist exists. Incidents frequently result in confusion as teams debate what steps to take.,bad
The organisation has no structure for reporting or disclosures during recovery. Regulatory notifications are often missed or late.,bad
The organisation has no planned response activities. Response actions during cyber incidents are improvised and vary based on whoever is available at the time.,bad
"No predefined response steps exist for containment, eradication, or recovery. Teams act reactively without structured guidance.",bad
There is no list describing incident response expectations. Staff rely on assumptions and verbal instructions during disruptions.,bad
Response activities such as isolating affected systems or notifying stakeholders are not documented or assigned to any team.,bad
The organisation does not define which actions must occur during a ransomware or malware attack; decisions are made last-minute.,bad
"There are no planned responses for communication, escalation, or coordination with IT, security, or business teams.",bad
Incident response lacks structure—critical steps such as forensic capture or disabling compromised accounts are often missed.,bad
No planned responses exist for service restoration or monitoring during the recovery phase.,bad
"The organisation does not document alternative actions if primary systems fail, causing confusion during disruptions.",bad
"There is no procedure to transition from response activities to recovery activities, resulting in gaps and delays.",bad
"Recovery documentation is stored informally on local desktops and team drives with no version control. There is no predefined order of restoration, causing confusion during incidents.",bad
"Backups run without monitoring. Failed snapshots remain unnoticed for months. No clear recovery ownership exists, leading to inconsistent actions.",bad
Network and application dependencies are unknown. Teams often rely on informal knowledge sharing. No structured playbooks or recovery workflows are documented.,bad
"Out-of-band access is unavailable. Administrators depend entirely on VPN and internal authentication systems, making recovery impossible during authentication outages.",bad
"There are no recovery drills. Staff are unfamiliar with basic failover steps. Documentation is missing, incomplete, or outdated by several years.",bad
System restoration order is improvised during disruptions. The organization repeatedly reintroduces vulnerabilities because recovery steps are not standardized.,bad
"Communication during incidents is chaotic. No predetermined internal or external communication templates exist, leading to inconsistent messaging.",bad
"Backups are not validated. Restoration attempts regularly fail, forcing administrators to rebuild systems manually under pressure.",bad
Third-party support information is missing or outdated. Recovery is delayed because no one knows whom to contact for critical systems.,bad
"Team members maintain their own siloed notes, resulting in conflicting instructions during system recovery. No single authoritative reference exists.",bad
No structured process exists for restoring damaged systems. Teams simply restart services without validating data integrity or reviewing logs.,bad
Corrupted files are overwritten manually without verifying backup accuracy. No comparison is made with baseline configurations.,bad
"Applications are restored inconsistently, with some teams skipping critical tests. There is no confirmation that performance has returned to normal.",bad
"The organization does not maintain configuration backups, making it impossible to restore systems to a known-good state after incidents.",bad
"Logs are deleted instead of analyzed during recovery, resulting in missed signs of deeper issues. No post-incident validation is performed.",bad
Systems are restored using outdated backups. No checks are performed to ensure restored data matches operational requirements.,bad
"Damaged network devices are reconfigured from memory without reference documentation, causing inconsistencies across environments.",bad
"Testing after restoration is limited to checking if systems 'turn on', with no load testing, functional validation, or log review.",bad
Multiple recovery steps are skipped because staff lack training. Systems often return with degraded performance or partial functionality.,bad
"Restoration activities are done ad-hoc. No one confirms whether the fix resolved the underlying issue, leading to repeated outages.",bad
Recovery processes have not been updated in years. Playbooks do not reflect the current infrastructure and contain outdated commands and contact lists. No effort is made to adjust to new adversarial behaviors.,bad
Emerging threats are ignored. Adaptation is limited to patching obvious issues without understanding underlying recovery weaknesses. No adaptation governance exists.,bad
"New technologies are deployed without updating recovery guidance, leaving significant gaps in response capabilities. Playbooks reference deprecated tools and services.",bad
